uid,group,join_dt,device
1007647,A,2023-01-25,A
1007648,B,2023-01-25,I
1007649,A,2023-02-01,A
1007650,A,2023-02-03,A
1007651,A,2023-02-05,A
1007652,B,2023-02-03,I
1007653,B,2023-01-26,A
1007654,B,2023-01-26,I
1007655,B,2023-01-25,I
1007656,B,2023-01-27,A
1007657,A,2023-01-27,I
1007658,B,2023-01-29,A
1007659,A,2023-01-25,A
1007660,B,2023-01-27,A
1007661,A,2023-01-26,A
1007662,B,2023-02-03,I
1007663,B,2023-01-25,I
1007664,A,2023-01-28,A
1007665,A,2023-01-31,A
1007666,B,2023-01-31,A
1007667,A,2023-01-25,A
1007668,A,2023-01-26,I
1007669,B,2023-01-27,A
1007670,A,2023-01-27,I
1007671,B,2023-01-28,I
1007672,B,2023-01-25,A
1007673,A,2023-01-26,I
1007674,B,2023-01-28,A
1007675,A,2023-02-05,A
1007676,A,2023-01-30,I
1007677,A,2023-01-27,A
1007678,A,2023-02-04,I
1007679,A,2023-01-26,I
1007680,B,2023-01-29,A
1007681,B,2023-01-30,I
1007682,A,2023-01-28,I
1007683,B,2023-01-25,I
1007684,B,2023-01-26,I
1007685,B,2023-02-01,A
1007686,B,2023-01-31,A
1007687,A,2023-02-06,I
1007688,A,2023-01-27,I
1007689,A,2023-01-25,A
1007690,B,2023-02-03,A
1007691,A,2023-01-28,I
1007692,A,2023-01-30,A
1007693,B,2023-02-02,A
1007694,A,2023-02-03,A
1007695,A,2023-01-28,A
1007696,A,2023-01-29,A
1007697,A,2023-01-25,I
1007698,B,2023-01-25,A
1007699,A,2023-01-29,I
1007700,A,2023-01-28,A
1007701,B,2023-02-04,A
1007702,A,2023-01-30,A
1007703,A,2023-01-27,A
1007704,A,2023-02-06,A
1007705,B,2023-01-25,A
1007706,A,2023-02-02,I
1007707,B,2023-01-27,A
1007708,A,2023-01-26,A
1007709,B,2023-02-06,A
1007710,B,2023-01-30,I
1007711,A,2023-01-26,A
1007713,A,2023-01-25,I
1007714,A,2023-02-05,A
1007716,B,2023-01-28,A
1007717,B,2023-01-26,A
1007718,A,2023-01-26,A
1007719,B,2023-01-26,I
1007720,A,2023-02-01,A
1007721,B,2023-01-25,A
1007722,A,2023-01-29,A
1007723,B,2023-01-27,A
1007724,A,2023-02-01,I
1007725,A,2023-01-26,A
1007726,B,2023-02-01,A
1007727,A,2023-01-25,I
1007728,B,2023-01-28,I
1007729,B,2023-01-25,I
1007730,A,2023-02-02,I
1007731,A,2023-01-25,I
1007732,B,2023-01-25,A
1007733,A,2023-01-26,A
1007734,B,2023-01-26,A
1007735,A,2023-01-25,A
1007736,A,2023-02-01,A
1007737,A,2023-02-02,A
1007738,B,2023-02-06,A
1007739,B,2023-01-26,I
1007740,B,2023-01-27,A
1007741,B,2023-01-28,A
1007742,A,2023-01-30,A
1007743,B,2023-01-26,I
1007744,A,2023-01-25,A
1007745,B,2023-01-29,A
1007746,A,2023-01-31,A
1007747,B,2023-01-29,I
1007748,A,2023-01-26,A
1007749,B,2023-02-04,A
1007750,B,2023-01-28,I
1007751,B,2023-01-25,A
1007752,A,2023-01-28,A
1007753,A,2023-01-27,A
1007754,B,2023-01-26,I
1007755,B,2023-01-26,I
1007756,B,2023-02-03,I
1007757,B,2023-02-02,A
1007758,A,2023-02-01,I
1007759,A,2023-01-26,A
1007760,A,2023-02-05,I
1007761,A,2023-01-28,I
1007762,B,2023-02-05,A
1007763,A,2023-01-27,I
1007764,A,2023-01-31,A
1007765,B,2023-01-25,I
1007766,A,2023-02-01,I
1007767,A,2023-01-29,I
1007768,B,2023-01-30,I
1007769,B,2023-01-31,A
1007770,B,2023-02-06,I
1007771,A,2023-01-27,A
1007772,A,2023-01-25,A
1007773,B,2023-01-26,I
1007774,A,2023-01-26,A
1007775,B,2023-01-28,I
1007776,A,2023-02-06,A
1007777,A,2023-01-26,A
1007778,B,2023-01-26,I
1007779,A,2023-01-26,A
1007780,A,2023-01-27,A
1007781,B,2023-01-25,I
1007782,A,2023-01-25,I
1007783,B,2023-01-26,I
1007784,A,2023-02-02,I
1007785,A,2023-01-26,A
1007786,B,2023-01-29,A
1007787,B,2023-01-25,A
1007788,A,2023-01-26,A
1007789,A,2023-01-26,I
1007790,A,2023-01-25,I
1007791,B,2023-02-03,I
1007792,A,2023-01-27,A
1007793,A,2023-01-31,A
1007794,B,2023-01-25,I
1007795,A,2023-02-03,A
1007796,B,2023-01-28,I
1007797,B,2023-01-30,A
1007798,A,2023-01-28,A
1007799,A,2023-01-26,A
1007800,A,2023-02-06,A
1007801,A,2023-01-25,I
1007802,B,2023-01-26,I
1007803,A,2023-02-02,A
1007804,B,2023-01-30,A
1007805,A,2023-01-31,I
1007806,A,2023-01-29,I
1007807,B,2023-01-28,I
1007808,B,2023-02-02,A
1007809,A,2023-01-30,I
1007810,A,2023-01-30,I
1007811,B,2023-01-25,A
1007812,A,2023-01-29,A
1007813,A,2023-01-26,A
1007814,A,2023-01-30,A
1007815,B,2023-01-28,A
1007816,B,2023-01-25,A
1007817,A,2023-01-31,A
1007818,A,2023-02-01,A
1007819,A,2023-01-27,I
1007820,B,2023-01-31,A
1007821,A,2023-01-29,I
1007822,B,2023-01-25,A
1007823,B,2023-01-26,A
1007824,A,2023-01-25,A
1007825,B,2023-01-27,I
1007826,B,2023-01-27,I
1007827,A,2023-01-25,A
1007828,A,2023-01-26,A
1007829,A,2023-01-30,A
1007830,B,2023-01-27,A
1007831,B,2023-02-04,A
1007832,A,2023-02-05,A
1007833,B,2023-01-29,A
1007834,A,2023-01-26,A
1007835,A,2023-01-25,A
1007836,B,2023-01-25,A
1007837,B,2023-01-28,A
1007838,A,2023-01-25,A
1007839,B,2023-02-04,A
1007840,A,2023-01-26,A
1007841,B,2023-01-26,A
1007842,A,2023-01-27,A
1007843,A,2023-01-30,A
1007844,B,2023-01-26,A
1007845,B,2023-01-26,I
1007846,B,2023-01-25,A
1007847,B,2023-01-27,A
1007848,A,2023-01-29,I
1007849,B,2023-01-30,I
1007850,A,2023-01-26,I
1007851,A,2023-01-26,A
1007852,B,2023-02-03,A
1007853,A,2023-01-28,A
1007854,A,2023-01-27,A
1007855,B,2023-01-25,A
1007856,B,2023-01-27,I
1007857,B,2023-01-25,A
1007858,B,2023-02-04,I
1007859,A,2023-01-31,A
1007860,B,2023-01-28,A
1007861,B,2023-01-27,A
1007862,A,2023-01-25,I
1007863,B,2023-01-29,A
1007864,A,2023-01-28,I
1007865,A,2023-02-01,A
1007866,A,2023-01-25,A
1007867,B,2023-01-25,A
1007868,B,2023-01-28,A
1007869,A,2023-01-25,A
1007870,A,2023-01-26,A
1007871,A,2023-01-27,A
1007872,A,2023-01-29,I
1007873,A,2023-01-27,I
1007874,B,2023-01-28,A
1007875,A,2023-01-28,I
1007876,B,2023-01-26,A
1007877,B,2023-01-30,A
1007878,B,2023-01-30,A
1007879,B,2023-01-30,A
1007880,A,2023-01-26,A
1007881,A,2023-01-26,I
1007882,B,2023-01-26,I
1007883,B,2023-02-06,A
1007884,A,2023-01-26,A
1007885,A,2023-01-30,A
1007886,B,2023-01-25,A
1007887,A,2023-01-25,I
1007888,A,2023-01-25,I
1007889,A,2023-01-27,A
1007890,A,2023-01-29,A
1007891,B,2023-02-03,A
1007892,B,2023-01-27,A
1007893,A,2023-02-04,I
1007894,A,2023-01-28,A
1007895,B,2023-01-28,I
1007896,A,2023-01-26,I
1007897,A,2023-01-26,A
1007898,A,2023-01-28,A
1007899,B,2023-01-25,A
1007900,B,2023-01-26,A
1007901,A,2023-01-28,A
1007902,B,2023-01-25,A
1007903,A,2023-01-29,I
1007904,B,2023-01-29,A
1007905,B,2023-01-25,I
1007906,A,2023-01-25,I
1007907,B,2023-01-28,A
1007908,A,2023-01-31,I
1007909,B,2023-01-26,A
1007910,A,2023-01-25,A
1007911,A,2023-01-25,I
1007912,A,2023-02-03,A
1007913,B,2023-02-02,I
1007914,B,2023-01-28,A
1007915,A,2023-01-31,I
1007916,B,2023-01-26,I
1007917,A,2023-01-26,A
1007918,A,2023-01-27,I
1007919,A,2023-02-01,A
1007920,A,2023-02-04,I
1007921,B,2023-01-27,A
1007922,B,2023-01-25,A
1007923,A,2023-02-01,I
1007924,A,2023-01-25,I
1007925,A,2023-01-25,A
1007926,A,2023-01-29,A
1007927,B,2023-01-29,A
1007928,B,2023-01-27,A
1007929,B,2023-01-25,I
1007930,B,2023-02-03,A
1007931,B,2023-01-25,A
1007932,B,2023-01-26,I
1007933,B,2023-01-30,A
1007934,A,2023-01-27,A
1007935,B,2023-01-25,A
1007936,B,2023-01-25,I
1007937,B,2023-01-30,I
1007938,B,2023-02-02,I
1007939,A,2023-01-25,A
1007940,B,2023-01-26,A
1007941,A,2023-01-28,A
1007942,B,2023-01-25,I
1007943,A,2023-02-02,A
1007944,B,2023-01-25,A
1007945,B,2023-01-27,I
1007946,B,2023-02-05,I
1007947,A,2023-02-02,A
1007948,A,2023-01-25,A
1007949,A,2023-01-29,I
1007950,A,2023-01-26,I
1007951,B,2023-01-31,I
1007952,A,2023-01-25,I
1007953,A,2023-01-25,A
1007954,B,2023-01-27,A
1007955,B,2023-01-26,A
1007956,A,2023-01-27,I
1007957,A,2023-01-28,A
1007958,B,2023-01-30,A
1007959,A,2023-02-05,A
1007960,B,2023-02-03,A
1007961,B,2023-01-29,A
1007962,B,2023-02-01,I
1007963,B,2023-01-25,I
1007964,A,2023-01-28,A
1007965,B,2023-01-28,A
1007966,A,2023-01-28,I
1007967,A,2023-01-27,I
1007968,A,2023-01-25,I
1007969,B,2023-02-06,A
1007970,A,2023-01-26,A
1007971,A,2023-02-06,I
1007972,A,2023-02-04,A
1007973,A,2023-01-27,I
1007974,B,2023-01-25,A
1007975,B,2023-01-28,A
1007976,B,2023-01-26,A
1007977,A,2023-01-27,I
1007978,A,2023-01-27,A
1007979,B,2023-01-31,A
1007980,A,2023-02-02,A
1007981,B,2023-01-27,I
1007982,A,2023-01-27,A
1007983,A,2023-01-29,I
1007984,A,2023-01-27,A
1007985,B,2023-02-03,A
1007986,A,2023-02-05,I
1007987,B,2023-01-28,A
1007988,A,2023-01-25,A
1007989,B,2023-01-26,I
1007990,B,2023-01-25,A
1007991,B,2023-02-01,I
1007992,A,2023-01-26,I
1007993,B,2023-01-28,A
1007994,A,2023-01-28,A
1007995,A,2023-01-27,A
1007996,B,2023-01-25,I
1007997,A,2023-01-26,A
1007998,A,2023-02-05,I
1007999,B,2023-01-25,I
1008000,B,2023-02-06,A
1008001,A,2023-01-27,A
1008002,B,2023-01-26,A
1008003,B,2023-01-27,A
1008004,A,2023-01-26,A
1008005,B,2023-01-25,A
1008006,B,2023-01-25,I
1008008,A,2023-01-25,A
1008009,A,2023-02-01,A
1008010,B,2023-01-27,A
1008011,B,2023-01-26,A
1008012,A,2023-01-26,I
1008013,B,2023-02-01,A
1008014,A,2023-01-27,A
1008015,B,2023-02-02,A
1008016,B,2023-01-26,A
1008017,B,2023-01-26,I
1008018,B,2023-01-25,A
1008019,B,2023-01-25,A
1008020,B,2023-01-25,I
1008021,B,2023-01-26,A
1008022,B,2023-01-25,I
1008023,A,2023-01-27,
1008024,B,2023-01-25,A
1008025,B,2023-02-04,I
1008026,B,2023-02-04,I
1008027,A,2023-02-06,A
1008028,A,2023-02-03,A
1008029,A,2023-01-28,A
1008030,B,2023-02-06,A
1008031,B,2023-01-27,I
1008032,A,2023-01-29,I
1008033,A,2023-02-04,A
1008034,A,2023-01-29,I
1008036,A,2023-01-25,I
1008037,A,2023-02-04,A
1008039,B,2023-01-25,A
1008040,A,2023-02-04,I
1008041,B,2023-01-26,I
1008042,B,2023-02-03,A
1008043,A,2023-01-30,A
1008045,B,2023-01-25,A
1008046,A,2023-02-05,A
1008047,B,2023-01-30,A
1008048,A,2023-01-26,I
1008049,A,2023-01-28,I
1008050,A,2023-02-05,A
1008051,A,2023-01-28,A
1008052,A,2023-01-28,A
1008053,B,2023-01-26,A
1008054,B,2023-01-25,A
1008055,B,2023-01-25,A
1008056,B,2023-01-25,A
1008057,B,2023-01-27,A
1008058,A,2023-02-04,I
1008059,B,2023-01-28,I
1008060,B,2023-01-27,A
1008061,B,2023-01-25,A
1008062,B,2023-01-25,I
1008063,B,2023-01-25,A
1008064,A,2023-01-26,I
1008065,A,2023-02-05,I
1008066,A,2023-01-28,A
1008067,A,2023-01-25,A
1008068,A,2023-01-27,A
1008069,A,2023-01-27,A
1008071,A,2023-01-25,I
1008072,A,2023-01-26,A
1008073,B,2023-01-26,I
1008074,B,2023-01-26,A
1008075,A,2023-01-25,I
1008076,A,2023-01-25,I
1008077,A,2023-01-26,A
1008078,B,2023-01-29,A
1008079,A,2023-02-06,A
1008080,B,2023-01-30,A
1008081,A,2023-01-25,I
1008082,A,2023-01-28,I
1008083,A,2023-01-27,I
1008084,B,2023-01-26,I
1008085,A,2023-01-25,A
1008086,B,2023-01-31,A
1008087,B,2023-01-27,I
1008088,B,2023-02-05,A
1008090,A,2023-01-26,A
1008091,B,2023-01-30,A
1008092,A,2023-01-25,A
1008093,B,2023-01-29,A
1008094,A,2023-01-27,A
1008095,A,2023-01-27,I
1008096,B,2023-01-25,I
1008097,B,2023-02-06,A
1008098,B,2023-01-26,A
1008099,A,2023-01-25,A
1008100,B,2023-01-29,A
1008101,B,2023-01-29,A
1008102,A,2023-01-26,A
1008104,B,2023-01-26,A
1008105,A,2023-01-28,I
1008106,B,2023-01-28,I
1008107,B,2023-02-06,
1008108,B,2023-01-27,A
1008109,B,2023-01-29,I
1008110,B,2023-01-25,A
1008111,A,2023-01-27,A
1008113,B,2023-01-26,A
1008114,B,2023-01-26,I
1008115,A,2023-01-25,A
1008116,A,2023-01-28,I
1008117,A,2023-01-28,A
1008118,B,2023-01-30,A
1008119,A,2023-01-26,I
1008120,B,2023-01-29,A
1008121,B,2023-02-06,I
1008122,A,2023-01-26,A
1008123,B,2023-01-25,I
1008124,B,2023-01-26,A
1008125,B,2023-01-27,I
1008126,A,2023-01-26,A
1008127,A,2023-02-01,I
1008128,B,2023-01-26,I
1008129,A,2023-01-25,A
1008130,B,2023-01-26,A
1008131,B,2023-01-26,A
1008132,A,2023-01-28,A
1008133,B,2023-01-31,A
1008134,B,2023-01-25,A
1008135,B,2023-01-25,A
1008136,A,2023-02-06,A
1008137,A,2023-01-25,A
1008138,B,2023-01-26,A
1008139,B,2023-01-26,A
1008140,B,2023-01-27,I
1008141,B,2023-01-25,A
1008142,A,2023-01-27,A
1008143,B,2023-02-03,A
1008144,A,2023-01-26,I
1008145,B,2023-01-25,I
1008146,A,2023-01-27,I
1008147,A,2023-01-28,A
1008148,A,2023-01-25,A
1008149,B,2023-01-25,A
1008150,A,2023-01-25,A
1008151,A,2023-01-27,I
1008152,A,2023-02-01,I
1008153,A,2023-01-26,I
1008154,B,2023-01-25,I
1008155,A,2023-01-26,A
1008156,B,2023-01-29,I
1008157,B,2023-01-28,I
1008158,B,2023-01-26,I
1008159,B,2023-01-28,I
1008160,B,2023-01-25,A
1008161,B,2023-02-01,A
1008162,A,2023-01-31,A
1008163,B,2023-02-02,A
1008164,A,2023-01-28,I
1008165,A,2023-01-29,I
1008166,B,2023-01-27,A
1008167,B,2023-02-02,A
1008168,B,2023-01-25,A
1008169,A,2023-02-04,A
1008170,A,2023-01-26,A
1008171,B,2023-01-25,A
1008172,A,2023-02-01,I
1008173,B,2023-02-03,A
1008174,B,2023-01-25,A
1008175,B,2023-02-03,A
1008176,B,2023-01-26,I
1008177,B,2023-01-25,A
1008178,B,2023-01-26,I
1008179,B,2023-01-25,I
1008180,B,2023-01-25,A
1008181,B,2023-02-04,A
1008182,A,2023-01-27,I
1008183,B,2023-01-25,I
1008184,B,2023-01-25,A
1008185,A,2023-01-25,A
1008186,B,2023-01-25,A
1008187,B,2023-01-27,A
1008188,A,2023-01-26,I
1008189,B,2023-02-05,I
1008190,B,2023-01-26,A
1008191,A,2023-01-28,I
1008192,B,2023-01-28,A
1008193,A,2023-01-25,A
1008194,B,2023-02-01,A
1008195,A,2023-01-27,A
1008196,B,2023-01-25,I
1008197,A,2023-02-06,A
1008198,B,2023-02-03,A
1008199,A,2023-01-26,A
1008200,A,2023-01-25,A
1008201,B,2023-01-28,A
1008202,B,2023-02-06,A
1008203,A,2023-01-27,I
1008204,A,2023-01-29,A
1008205,B,2023-01-27,I
1008206,A,2023-01-27,A
1008207,B,2023-02-03,I
1008208,B,2023-01-30,A
1008209,B,2023-01-25,I
1008210,A,2023-01-26,A
1008211,A,2023-01-26,A
1008212,B,2023-02-04,I
1008213,A,2023-01-25,A
1008214,A,2023-01-25,A
1008215,A,2023-01-25,A
1008216,A,2023-01-25,A
1008217,B,2023-01-28,I
1008218,A,2023-01-29,A
1008219,A,2023-01-28,A
1008220,A,2023-01-27,I
1008221,B,2023-02-01,I
1008222,B,2023-01-27,I
1008223,B,2023-02-01,I
1008224,A,2023-01-26,
1008225,B,2023-01-27,A
1008226,A,2023-01-26,I
1008227,A,2023-01-27,I
1008228,A,2023-01-29,I
1008229,A,2023-01-26,A
1008230,B,2023-01-26,A
1008231,A,2023-02-04,A
1008232,B,2023-01-27,A
1008233,B,2023-01-26,A
1008234,B,2023-01-28,A
1008235,A,2023-02-03,I
1008236,A,2023-01-28,A
1008237,B,2023-01-25,A
1008238,B,2023-01-26,A
1008239,A,2023-01-26,I
1008240,B,2023-01-25,A
1008241,B,2023-01-31,A
1008242,B,2023-02-02,I
1008243,A,2023-02-06,A
1008244,A,2023-01-25,A
1008245,A,2023-01-25,A
1008246,B,2023-02-03,A
1008247,B,2023-02-01,A
1008248,B,2023-01-25,A
1008249,A,2023-01-31,I
1008250,A,2023-01-28,I
1008251,B,2023-01-26,I
1008252,A,2023-01-26,I
1008253,B,2023-02-03,A
1008254,B,2023-01-27,A
1008255,B,2023-01-27,I
1008257,A,2023-01-30,
1008258,A,2023-01-28,A
1008259,B,2023-02-01,I
1008260,A,2023-01-30,I
1008261,B,2023-01-28,A
1008262,A,2023-01-25,A
1008263,B,2023-01-27,A
1008264,A,2023-01-27,A
1008265,A,2023-01-26,I
1008266,A,2023-01-26,A
1008267,B,2023-02-03,I
1008269,A,2023-01-25,A
1008270,A,2023-01-29,A
1008271,B,2023-01-28,A
1008272,A,2023-01-25,I
1008273,B,2023-01-29,I
1008274,A,2023-01-25,A
1008275,A,2023-01-26,A
1008276,A,2023-01-25,I
1008277,A,2023-01-25,I
1008278,B,2023-01-29,A
1008279,A,2023-01-26,A
1008280,A,2023-01-31,I
1008281,B,2023-01-31,I
1008282,B,2023-01-29,A
1008283,A,2023-02-02,I
1008284,B,2023-01-27,A
1008285,A,2023-01-27,I
1008286,A,2023-01-28,A
1008287,B,2023-01-26,I
1008288,B,2023-01-27,I
1008289,B,2023-01-27,I
1008290,A,2023-01-26,A
1008291,B,2023-01-25,A
1008292,B,2023-01-27,A
1008293,A,2023-01-29,A
1008295,B,2023-01-26,A
1008296,B,2023-02-01,A
1008297,B,2023-01-29,I
1008298,A,2023-01-27,A
1008299,A,2023-01-27,A
1008300,A,2023-01-30,A
1008301,B,2023-01-31,I
1008302,A,2023-01-25,A
1008303,A,2023-01-28,A
1008304,A,2023-01-31,A
1008305,B,2023-01-27,A
1008306,A,2023-01-27,A
1008307,A,2023-01-27,I
1008308,B,2023-01-31,A
1008309,A,2023-01-30,I
1008310,B,2023-01-30,A
1008311,B,2023-01-27,A
1008312,B,2023-02-01,A
1008313,B,2023-02-01,I
1008314,B,2023-01-31,I
1008315,B,2023-01-27,I
1008316,B,2023-02-02,A
1008317,B,2023-01-26,I
1008318,A,2023-02-01,I
1008319,B,2023-01-29,I
1008320,A,2023-01-26,I
1008321,B,2023-01-28,I
1008322,B,2023-01-25,I
1008323,B,2023-02-01,A
1008324,A,2023-01-28,A
1008325,B,2023-02-04,A
1008326,B,2023-02-04,I
1008327,B,2023-01-27,A
1008328,A,2023-02-06,A
1008329,A,2023-01-25,A
1008330,B,2023-01-28,A
1008331,B,2023-01-28,A
1008332,A,2023-02-05,I
1008333,A,2023-02-05,A
1008334,A,2023-01-27,A
1008335,B,2023-01-29,I
1008336,B,2023-02-03,I
1008337,A,2023-01-28,I
1008338,A,2023-01-30,I
1008339,B,2023-02-05,A
1008340,A,2023-01-28,A
1008341,B,2023-01-26,I
1008342,A,2023-01-30,A
1008343,A,2023-01-28,A
1008344,B,2023-01-28,A
1008345,B,2023-01-25,A
1008346,A,2023-01-25,A
1008347,B,2023-01-25,A
1008348,B,2023-01-31,I
1008349,A,2023-01-26,A
1008350,A,2023-01-30,A
1008351,A,2023-01-28,A
1008352,A,2023-01-26,I
1008353,A,2023-01-25,A
1008354,A,2023-01-28,A
1008355,B,2023-01-29,A
1008356,A,2023-02-02,I
1008357,A,2023-01-30,A
1008358,B,2023-01-30,A
1008359,B,2023-01-26,A
1008360,A,2023-01-26,I
1008361,A,2023-01-26,I
1008362,A,2023-02-01,I
1008363,A,2023-01-25,A
1008364,A,2023-01-26,I
1008365,B,2023-01-31,A
1008366,A,2023-01-25,I
1008367,B,2023-01-31,I
1008368,B,2023-01-25,A
1008369,A,2023-01-26,A
1008370,A,2023-01-31,A
1008371,A,2023-01-25,A
1008372,A,2023-01-27,I
1008373,B,2023-01-26,A
1008374,B,2023-01-28,A
1008375,B,2023-02-06,I
1008376,B,2023-02-05,I
1008377,B,2023-01-26,I
1008378,A,2023-01-27,A
1008379,B,2023-01-25,A
1008380,A,2023-01-26,A
1008381,B,2023-01-26,I
1008382,B,2023-02-05,A
1008383,A,2023-01-25,A
1008384,A,2023-01-26,A
1008385,B,2023-01-25,I
1008386,B,2023-01-25,A
1008387,A,2023-02-04,I
1008388,B,2023-01-29,A
1008389,A,2023-01-25,A
1008390,B,2023-01-25,A
1008391,B,2023-01-27,I
1008392,B,2023-01-26,A
1008393,B,2023-01-26,I
1008394,B,2023-02-01,I
1008395,A,2023-01-25,I
1008396,A,2023-01-28,I
1008397,B,2023-01-29,A
1008400,A,2023-01-27,I
1008401,B,2023-01-30,I
1008402,A,2023-01-25,I
1008403,B,2023-02-04,I
1008404,A,2023-01-29,I
1008405,A,2023-01-26,A
1008406,B,2023-01-27,A
1008407,B,2023-01-26,I
1008408,A,2023-01-27,I
1008409,A,2023-02-01,A
1008410,B,2023-01-29,I
1008411,A,2023-02-01,A
1008412,B,2023-01-27,I
1008413,A,2023-01-26,A
1008414,B,2023-01-25,A
1008415,A,2023-01-27,A
1008416,B,2023-01-30,I
1008417,A,2023-01-27,A
1008418,A,2023-01-25,I
1008419,B,2023-02-03,I
1008420,B,2023-02-03,I
1008421,A,2023-01-25,I
1008422,B,2023-01-26,I
1008423,A,2023-02-05,A
1008424,A,2023-02-03,A
1008425,A,2023-01-28,I
1008426,A,2023-01-27,I
1008427,A,2023-01-25,A
1008428,B,2023-02-05,A
1008429,A,2023-01-29,A
1008430,A,2023-01-31,A
1008431,B,2023-01-28,A
1008432,A,2023-02-01,I
1008433,B,2023-01-28,A
1008434,A,2023-01-26,A
1008435,B,2023-01-26,A
1008436,B,2023-02-06,A
1008437,A,2023-01-25,I
1008438,B,2023-02-01,A
1008439,B,2023-02-02,I
1008440,B,2023-01-28,A
1008441,A,2023-02-03,I
1008442,A,2023-01-31,A
1008443,B,2023-01-29,A
1008444,B,2023-01-25,A
1008445,B,2023-01-25,I
1008446,B,2023-01-26,I
1008447,B,2023-02-04,A
1008448,B,2023-02-03,A
1008449,A,2023-01-27,I
1008450,A,2023-01-25,A
1008451,B,2023-01-26,A
1008452,A,2023-01-26,I
1008453,A,2023-01-25,A
1008454,A,2023-01-25,I
1008455,A,2023-01-25,A
1008456,A,2023-01-28,I
1008457,A,2023-01-25,I
1008458,A,2023-01-30,A
1008459,A,2023-01-26,A
1008460,A,2023-01-25,A
1008461,A,2023-01-27,I
1008462,A,2023-01-30,A
1008463,A,2023-01-28,A
1008464,A,2023-01-29,I
1008465,A,2023-01-27,I
1008466,A,2023-01-25,A
1008467,B,2023-01-26,I
1008468,A,2023-01-30,A
1008469,B,2023-01-25,I
1008470,A,2023-01-27,A
1008471,A,2023-01-25,A
1008472,A,2023-01-28,I
1008473,A,2023-02-05,A
1008474,B,2023-01-25,I
1008475,B,2023-02-03,A
1008476,B,2023-02-04,A
1008478,A,2023-01-29,I
1008479,A,2023-02-02,A
1008480,B,2023-01-27,I
1008482,B,2023-01-25,A
1008483,B,2023-01-26,A
1008484,B,2023-01-25,I
1008485,B,2023-01-26,A
1008486,B,2023-01-27,I
1008487,B,2023-01-27,A
1008488,A,2023-01-27,A
1008489,B,2023-01-25,A
1008490,A,2023-01-25,A
1008491,A,2023-02-04,I
1008492,A,2023-01-28,I
1008493,B,2023-01-27,I
1008494,B,2023-01-25,A
1008495,B,2023-01-25,I
1008496,B,2023-01-26,I
1008497,B,2023-02-05,A
1008498,A,2023-01-28,I
1008499,B,2023-02-04,A
1008500,B,2023-01-30,A
1008501,A,2023-01-29,A
1008502,B,2023-01-27,A
1008504,A,2023-01-29,A
1008505,B,2023-02-01,A
1008506,B,2023-01-29,A
1008507,B,2023-02-02,A
1008508,B,2023-01-29,A
1008509,B,2023-01-25,A
1008510,A,2023-01-26,A
1008511,B,2023-01-28,I
1008512,A,2023-01-26,I
1008513,B,2023-01-27,I
1008514,B,2023-01-25,I
1008515,B,2023-01-25,I
1008516,B,2023-01-29,A
1008517,B,2023-02-02,A
1008518,B,2023-01-25,A
1008519,B,2023-01-25,I
1008520,B,2023-01-31,I
1008521,B,2023-01-31,A
1008522,A,2023-02-01,A
1008523,B,2023-01-25,I
1008524,A,2023-01-27,I
1008525,B,2023-01-28,I
1008527,A,2023-01-27,A
1008528,A,2023-01-25,A
1008529,A,2023-01-29,I
1008530,B,2023-01-29,I
1008531,A,2023-01-25,A
1008532,A,2023-01-25,I
1008533,A,2023-01-26,A
1008534,B,2023-01-30,A
1008535,B,2023-01-25,A
1008536,B,2023-01-25,I
1008537,B,2023-01-26,I
1008538,A,2023-02-05,A
1008539,A,2023-01-26,I
1008540,B,2023-01-31,I
1008541,B,2023-01-25,I
1008542,A,2023-01-28,A
1008543,A,2023-01-26,I
1008544,B,2023-01-28,I
1008545,A,2023-01-25,A
1008546,B,2023-01-25,I
1008547,A,2023-02-01,A
1008548,B,2023-01-26,A
1008549,A,2023-01-27,A
1008550,B,2023-01-25,I
1008551,B,2023-02-06,A
1008552,A,2023-02-06,I
1008553,B,2023-01-29,I
1008554,B,2023-01-25,A
1008555,B,2023-01-28,I
1008556,B,2023-02-06,A
1008557,A,2023-01-28,A
1008558,B,2023-01-28,I
1008559,B,2023-01-25,A
1008560,A,2023-01-27,A
1008561,B,2023-01-25,I
1008562,A,2023-01-25,I
1008563,B,2023-01-29,A
1008564,B,2023-01-30,A
1008565,B,2023-02-01,
1008566,B,2023-01-29,I
1008567,B,2023-01-28,A
1008568,B,2023-02-02,I
1008569,B,2023-02-06,I
1008570,A,2023-01-25,A
1008571,A,2023-02-01,A
1008572,A,2023-01-26,A
1008573,A,2023-01-31,A
1008574,B,2023-01-25,A
1008575,B,2023-01-31,I
1008576,B,2023-01-30,A
1008577,A,2023-01-25,A
1008579,B,2023-01-26,I
1008580,A,2023-02-01,I
1008581,B,2023-01-31,A
1008582,A,2023-02-05,I
1008583,B,2023-02-02,I
1008584,A,2023-01-30,I
1008585,A,2023-01-26,A
1008586,B,2023-01-25,A
1008587,A,2023-01-30,A
1008588,A,2023-01-27,I
1008589,B,2023-01-31,I
1008590,A,2023-02-02,A
1008591,B,2023-01-25,A
1008592,B,2023-01-27,A
1008593,A,2023-01-25,I
1008594,B,2023-01-30,A
1008595,A,2023-01-28,A
1008596,B,2023-01-25,A
1008597,A,2023-02-06,I
1008598,B,2023-01-25,A
